State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Infra_Score,Floor_Ratio,Amenity_Score,BHK_Category,Is_Ready,School_Density,Hospital_Density,Security_Score,Luxury_Score,Growth_Rate,Future_Price_5Y,ROI,Good_Investment
Punjab,Chandigarh,Mohali,Penthouse,1,490,24.24,4946.938775510204,1999,Semi Furnished,21.0,36,25,3.0,1.0,9,2,CCTV,"Clubhouse, Swimming Pool, Playground, Garden, Gym, Library",North-West,Builder,Sold,13.0,0.5833333333333334,6,Studio/1BHK,0,0.33333329629630043,0.1428571224489825,2,10,0.07,33.99785395216801,40.25517307000004,0
Madhya Pradesh,Indore,AB Road,Penthouse,3,1076,40.52,3765.7992565055765,2018,Semi Furnished,6.0,25,6,9.0,4.0,4,3,Security Guard,"Playground, Clubhouse",South,Individual,Available,17.0,0.24,2,3BHK,1,0.9999998888889013,0.57142848979593,1,6,0.07,56.83139612796402,40.25517307000004,1
West Bengal,Kolkata,Alipore,Apartment,3,1309,60.48,4620.320855614973,1992,Unfurnished,20.0,37,32,6.0,1.0,8,3,Gated Community,"Library, Gym, Playground, Clubhouse",South-West,Builder,Under Construction,15.0,0.5405405405405406,4,3BHK,0,0.6666665925926009,0.1428571224489825,3,10,0.07,84.82632867273603,40.25517307000005,1
Punjab,Chandigarh,Mohali,Penthouse,3,1059,83.71,7904.627006610009,2002,Fully Furnished,19.0,37,22,4.0,7.0,6,0,CCTV,"Garden, Clubhouse",South-East,Individual,Available,17.0,0.5135135135135135,2,3BHK,1,0.44444439506173394,0.9999998571428775,2,4,0.07,117.40760537689702,40.25517307000004,1
Kerala,Kochi,Marine Drive,Apartment,1,300,18.62,6206.666666666667,1998,Semi Furnished,7.0,18,26,2.0,2.0,1,3,CCTV,"Library, Gym",North-West,Individual,Sold,5.0,0.3888888888888889,2,Studio/1BHK,0,0.22222219753086697,0.285714244897965,2,7,0.07,26.115513225634007,40.25517307000003,0
Tamil Nadu,Chennai,Adyar,Apartment,3,1244,81.1,6519.292604501607,2017,Semi Furnished,23.0,23,7,9.0,4.0,7,3,CCTV,Clubhouse,West,Individual,Under Construction,20.0,1.0,1,3BHK,0,0.9999998888889013,0.57142848979593,2,6,0.08,119.16250702848004,46.93280768000005,1
Gujarat,Ahmedabad,Bopal,Studio,2,770,27.4,3558.4415584415583,2017,Fully Furnished,26.0,32,7,5.0,5.0,1,2,CCTV,"Garden, Swimming Pool",East,Agent,Under Construction,11.0,0.8125,2,2BHK,0,0.5555554938271674,0.7142856122449125,2,6,0.08,40.259589304320016,46.93280768000007,0
Uttar Pradesh,Lucknow,Aliganj,Apartment,2,550,19.25,3500.0,2000,Unfurnished,19.0,22,24,4.0,2.0,9,1,CCTV,"Library, Playground, Gym",North,Agent,Available,15.0,0.8636363636363636,3,2BHK,1,0.44444439506173394,0.285714244897965,2,6,0.07,26.999120815975008,40.25517307000005,1
Karnataka,Mysore,Saraswathipuram,Apartment,3,1152,41.39,3592.8819444444443,2019,Unfurnished,9.0,23,5,6.0,6.0,6,2,Gated Community,Clubhouse,South-East,Builder,Available,18.0,0.391304347826087,1,3BHK,1,0.6666665925926009,0.857142734693895,3,6,0.07,58.051616133673015,40.25517307000003,1
Madhya Pradesh,Indore,Palasia,Apartment,4,1628,63.06,3873.4643734643732,2000,Semi Furnished,9.0,24,24,5.0,6.0,8,1,Gated Community,"Gym, Library, Garden, Clubhouse",South-East,Individual,Sold,19.0,0.375,4,4+BHK,0,0.5555554938271674,0.857142734693895,3,8,0.07,88.44491213794203,40.25517307000004,1
Karnataka,Mysore,Saraswathipuram,Apartment,3,1025,46.91,4576.585365853659,2018,Semi Furnished,20.0,26,6,0.0,0.0,8,3,Gated Community,Clubhouse,East,Builder,Under Construction,8.0,0.7692307692307693,1,3BHK,0,0.0,0.0,3,7,0.07,65.79370168713702,40.25517307000005,0
Maharashtra,Nagpur,Sadar,Apartment,3,1206,50.61,4196.517412935324,2001,Semi Furnished,19.0,26,23,7.0,4.0,9,2,CCTV,Clubhouse,East,Builder,Available,20.0,0.7307692307692307,1,3BHK,1,0.7777776913580343,0.57142848979593,2,5,0.07,70.98314309072701,40.25517307000002,1
Karnataka,Mysore,Nazarbad,House,2,1032,35.33,3423.4496124031007,1997,Semi Furnished,10.0,25,27,6.0,6.0,1,1,Gated Community,"Swimming Pool, Playground, Clubhouse, Gym",North,Builder,Under Construction,13.0,0.4,4,2BHK,0,0.6666665925926009,0.857142734693895,3,8,0.07,49.55215264563101,40.25517307000004,0
Madhya Pradesh,Bhopal,MP Nagar,Villa,2,833,29.11,3494.5978391356543,1999,Semi Furnished,0.0,17,25,4.0,5.0,6,1,CCTV,Clubhouse,North-East,Agent,Under Construction,15.0,0.0,1,2BHK,0,0.44444439506173394,0.7142856122449125,2,4,0.07,40.82828088067701,40.25517307000005,0
Gujarat,Ahmedabad,Motera,Studio,2,887,39.2,4419.391206313417,2002,Semi Furnished,17.0,33,22,5.0,0.0,9,0,Gated Community,Clubhouse,South,Builder,Available,14.0,0.5151515151515151,1,2BHK,1,0.5555554938271674,0.0,3,4,0.08,57.59766061056003,46.93280768000006,1
Telangana,Hyderabad,Madhapur,Villa,3,1134,82.67,7290.123456790124,2016,Unfurnished,24.0,35,8,8.0,4.0,8,1,Gated Community,"Garden, Clubhouse",North-East,Individual,Available,20.0,0.6857142857142857,2,3BHK,1,0.8888887901234679,0.57142848979593,3,6,0.08,121.46935210905605,46.93280768000005,1
Madhya Pradesh,Indore,Rau,Apartment,2,715,31.4,4391.608391608392,2017,Unfurnished,11.0,26,7,2.0,3.0,5,3,Security Guard,"Library, Gym",South,Individual,Available,10.0,0.4230769230769231,2,2BHK,1,0.22222219753086697,0.4285713673469475,1,6,0.07,44.04012434398001,40.25517307000005,0
Karnataka,Bangalore,Whitefield,Villa,2,958,61.57,6426.931106471816,2023,Unfurnished,9.0,16,1,8.0,6.0,9,3,Gated Community,"Swimming Pool, Garden, Gym",South,Individual,Sold,23.0,0.5625,3,2BHK,0,0.8888887901234679,0.857142734693895,3,9,0.1,99.15910070000004,61.051000000000066,0
Tamil Nadu,Chennai,OMR,Villa,4,1585,142.02,8960.2523659306,2010,Unfurnished,28.0,32,14,2.0,1.0,5,0,CCTV,"Garden, Clubhouse, Library, Playground, Gym",North,Agent,Under Construction,8.0,0.875,5,4+BHK,0,0.22222219753086697,0.1428571224489825,2,7,0.08,208.67397346713608,46.932807680000046,0
Haryana,Gurgaon,Sector 56,Apartment,3,1169,89.83,7684.345594525235,1995,Fully Furnished,16.0,27,29,5.0,0.0,9,1,CCTV,Clubhouse,North-East,Individual,Sold,14.0,0.5925925925925926,1,3BHK,0,0.5555554938271674,0.0,2,4,0.1,144.67211330000003,61.051000000000045,1
Madhya Pradesh,Bhopal,Arera Colony,Villa,4,1409,53.07,3766.501064584812,2007,Semi Furnished,13.0,21,17,1.0,0.0,9,0,Gated Community,"Gym, Library",South-East,Individual,Available,10.0,0.6190476190476191,2,4+BHK,1,0.11111109876543349,0.0,3,5,0.07,74.43342034824902,40.255173070000026,1
Maharashtra,Pune,Kothrud,House,1,605,40.24,6651.239669421488,1994,Semi Furnished,29.0,37,30,8.0,4.0,9,1,CCTV,"Clubhouse, Library, Playground, Swimming Pool, Garden",North-East,Agent,Under Construction,21.0,0.7837837837837838,5,Studio/1BHK,0,0.8888887901234679,0.57142848979593,2,8,0.08,59.125761810432024,46.93280768000005,0
West Bengal,Kolkata,Alipore,House,1,368,16.17,4394.021739130435,2015,Semi Furnished,17.0,25,9,4.0,1.0,6,1,CCTV,"Swimming Pool, Clubhouse",East,Individual,Available,11.0,0.68,2,Studio/1BHK,1,0.44444439506173394,0.1428571224489825,2,5,0.07,22.67926148541901,40.25517307000004,0
Telangana,Hyderabad,Gachibowli,Apartment,2,720,42.64,5922.222222222223,2000,Semi Furnished,2.0,9,24,7.0,5.0,7,2,CCTV,Clubhouse,South-East,Builder,Available,19.0,0.2222222222222222,1,2BHK,1,0.7777776913580343,0.7142856122449125,2,5,0.08,62.65214919475203,46.93280768000006,1
Haryana,Gurgaon,Sector 56,Villa,1,411,46.71,11364.963503649635,2005,Unfurnished,25.0,32,19,1.0,1.0,6,0,Gated Community,Swimming Pool,South-East,Builder,Sold,8.0,0.78125,1,Studio/1BHK,0,0.11111109876543349,0.1428571224489825,3,4,0.1,75.22692210000002,61.051000000000045,0
Madhya Pradesh,Bhopal,Kolar Road,Apartment,1,320,10.0,3125.0,2008,Unfurnished,6.0,7,16,7.0,2.0,4,0,CCTV,"Garden, Swimming Pool",West,Builder,Under Construction,13.0,0.8571428571428571,2,Studio/1BHK,0,0.7777776913580343,0.285714244897965,2,4,0.07,14.025517307000005,40.25517307000005,0
Madhya Pradesh,Bhopal,Misrod,Villa,3,1246,34.84,2796.1476725521675,1994,Semi Furnished,9.0,26,30,4.0,5.0,7,3,CCTV,"Library, Playground, Gym, Swimming Pool",East,Builder,Available,16.0,0.34615384615384615,4,3BHK,1,0.44444439506173394,0.7142856122449125,2,9,0.07,48.86490229758802,40.25517307000003,1
Maharashtra,Pune,Viman Nagar,Villa,3,1097,58.57,5339.106654512307,1996,Fully Furnished,27.0,41,28,2.0,5.0,2,0,Gated Community,"Playground, Garden, Gym",North-West,Individual,Available,9.0,0.6585365853658537,3,3BHK,1,0.22222219753086697,0.7142856122449125,3,6,0.08,86.05854545817603,46.932807680000046,0
Delhi,Delhi,Dwarka,Penthouse,3,1218,98.56,8091.954022988506,1992,Fully Furnished,11.0,26,32,5.0,5.0,3,3,Security Guard,"Swimming Pool, Clubhouse, Gym, Garden, Playground, Library",North,Individual,Under Construction,13.0,0.4230769230769231,6,3BHK,0,0.5555554938271674,0.7142856122449125,1,10,0.1,158.73186560000005,61.051000000000045,1
Uttar Pradesh,Lucknow,Mahanagar,Apartment,3,1192,17.83,1495.8053691275165,2014,Fully Furnished,7.0,22,10,5.0,1.0,4,0,CCTV,Library,North,Agent,Available,10.0,0.3181818181818182,1,3BHK,1,0.5555554938271674,0.1428571224489825,2,3,0.07,25.007497358381006,40.25517307000005,1
Delhi,Delhi,Saket,Apartment,3,1478,134.38,9092.016238159675,1999,Unfurnished,12.0,12,25,7.0,1.0,3,1,Security Guard,"Swimming Pool, Clubhouse",West,Individual,Under Construction,11.0,1.0,2,3BHK,0,0.7777776913580343,0.1428571224489825,1,4,0.1,216.42033380000007,61.05100000000006,0
Maharashtra,Pune,Viman Nagar,Apartment,2,1086,92.18,8488.029465930018,1994,Semi Furnished,23.0,28,30,6.0,1.0,9,2,CCTV,"Swimming Pool, Gym, Library, Playground, Clubhouse, Garden",North,Individual,Available,16.0,0.8214285714285714,6,2BHK,1,0.6666665925926009,0.1428571224489825,2,10,0.08,135.44266211942406,46.932807680000046,0
Tamil Nadu,Chennai,Porur,House,3,1186,89.68,7561.551433389544,2021,Semi Furnished,3.0,16,3,0.0,0.0,1,1,Gated Community,"Garden, Swimming Pool",North-East,Individual,Sold,1.0,0.1875,2,3BHK,0,0.0,0.0,3,6,0.08,131.76934192742405,46.932807680000046,0
Karnataka,Mysore,Nazarbad,House,4,1720,76.62,4454.6511627906975,1994,Fully Furnished,13.0,28,30,7.0,5.0,8,0,CCTV,"Gym, Garden, Playground, Library",West,Builder,Sold,20.0,0.4642857142857143,4,4+BHK,0,0.7777776913580343,0.7142856122449125,2,6,0.07,107.46351360623403,40.25517307000003,1
Maharashtra,Pune,Hinjewadi,House,2,915,78.24,8550.819672131147,2008,Fully Furnished,22.0,23,16,0.0,5.0,4,3,CCTV,"Clubhouse, Library, Swimming Pool, Playground, Garden, Gym",East,Individual,Sold,9.0,0.9565217391304348,6,2BHK,0,0.0,0.7142856122449125,2,11,0.08,114.96022872883204,46.93280768000005,0
Kerala,Kochi,Kakkanad,Studio,1,329,18.06,5489.361702127659,2001,Semi Furnished,7.0,14,23,8.0,3.0,9,1,CCTV,"Swimming Pool, Gym, Library, Clubhouse, Garden",North-West,Builder,Under Construction,20.0,0.5,5,Studio/1BHK,0,0.8888887901234679,0.4285713673469475,2,8,0.07,25.330084256442007,40.25517307000005,0
Maharashtra,Pune,Viman Nagar,Apartment,3,952,65.82,6913.865546218486,2020,Fully Furnished,2.0,8,4,9.0,1.0,9,3,Gated Community,Clubhouse,South,Agent,Available,19.0,0.25,1,3BHK,1,0.9999998888889013,0.1428571224489825,3,7,0.08,96.71117401497602,46.932807680000046,1
Tamil Nadu,Chennai,Velachery,Apartment,3,914,46.7,5109.409190371991,2006,Semi Furnished,4.0,21,18,2.0,3.0,9,0,Gated Community,"Swimming Pool, Garden, Clubhouse, Gym, Playground, Library",North-East,Individual,Sold,14.0,0.19047619047619047,6,3BHK,0,0.22222219753086697,0.4285713673469475,3,9,0.08,68.61762118656003,46.93280768000005,1
Maharashtra,Pune,Hinjewadi,Apartment,2,782,52.51,6714.833759590792,2011,Semi Furnished,0.0,17,13,2.0,5.0,9,1,CCTV,Garden,North,Individual,Available,16.0,0.0,1,2BHK,1,0.22222219753086697,0.7142856122449125,2,4,0.08,77.15441731276803,46.93280768000007,1
Kerala,Kochi,Kakkanad,House,3,1124,87.31,7767.79359430605,2011,Unfurnished,28.0,28,13,2.0,1.0,7,3,CCTV,"Swimming Pool, Playground, Gym, Garden",South-East,Builder,Under Construction,10.0,1.0,4,3BHK,0,0.22222219753086697,0.1428571224489825,2,9,0.07,122.45679160741703,40.25517307000003,0
Kerala,Kochi,Edapally,House,1,318,10.64,3345.9119496855346,2015,Semi Furnished,11.0,18,9,0.0,4.0,9,0,CCTV,"Garden, Swimming Pool",North-West,Agent,Under Construction,13.0,0.6111111111111112,2,Studio/1BHK,0,0.0,0.57142848979593,2,4,0.07,14.923150414648005,40.25517307000003,0
Haryana,Gurgaon,DLF Phase,Villa,5,1879,200.65,10678.552421500799,2020,Semi Furnished,4.0,9,4,5.0,3.0,7,2,CCTV,"Swimming Pool, Gym, Library, Clubhouse, Garden, Playground",North-East,Builder,Available,15.0,0.4444444444444444,6,4+BHK,1,0.5555554938271674,0.4285713673469475,2,10,0.1,323.14883150000014,61.051000000000066,1
Gujarat,Ahmedabad,Thaltej,Apartment,1,300,11.72,3906.6666666666665,1995,Unfurnished,12.0,13,29,3.0,2.0,8,2,CCTV,Clubhouse,East,Builder,Available,13.0,0.9230769230769231,1,Studio/1BHK,1,0.33333329629630043,0.285714244897965,2,5,0.08,17.22052506009601,46.93280768000007,1
Punjab,Chandigarh,Panchkula,Apartment,1,498,18.09,3632.5301204819275,2001,Unfurnished,6.0,25,23,2.0,1.0,2,2,Security Guard,Clubhouse,South-East,Individual,Under Construction,5.0,0.24,1,Studio/1BHK,0,0.22222219753086697,0.1428571224489825,1,4,0.07,25.372160808363006,40.25517307000003,0
Uttar Pradesh,Noida,Sector 18,Studio,1,300,13.29,4430.0,2016,Semi Furnished,25.0,38,8,4.0,4.0,4,2,CCTV,"Clubhouse, Playground, Library, Gym",North-East,Individual,Available,12.0,0.6578947368421053,4,Studio/1BHK,1,0.44444439506173394,0.57142848979593,2,8,0.08,19.527370140672005,46.932807680000046,0
Delhi,Delhi,Rohini,Apartment,2,888,86.58,9750.0,2006,Semi Furnished,22.0,24,18,0.0,6.0,4,1,Security Guard,Clubhouse,South-West,Individual,Under Construction,10.0,0.9166666666666666,1,2BHK,0,0.0,0.857142734693895,1,3,0.1,139.43795580000005,61.051000000000066,0
Tamil Nadu,Chennai,Adyar,House,1,358,17.44,4871.508379888269,1999,Semi Furnished,21.0,29,25,4.0,3.0,4,2,Gated Community,"Clubhouse, Library",North,Individual,Available,11.0,0.7241379310344828,2,Studio/1BHK,1,0.44444439506173394,0.4285713673469475,3,7,0.08,25.625081659392013,46.93280768000006,1
Maharashtra,Nagpur,Sitabuldi,Apartment,3,1416,69.14,4882.7683615819205,1994,Semi Furnished,9.0,11,30,1.0,5.0,3,3,Gated Community,"Swimming Pool, Gym, Playground, Garden",South-East,Builder,Sold,9.0,0.8181818181818182,4,3BHK,0,0.11111109876543349,0.7142856122449125,3,10,0.07,96.97242666059803,40.25517307000005,0
Madhya Pradesh,Bhopal,Arera Colony,Apartment,4,1639,56.35,3438.071995118975,1993,Fully Furnished,17.0,24,31,7.0,4.0,1,3,Security Guard,"Garden, Library, Playground, Gym, Clubhouse, Swimming Pool",North-East,Builder,Available,12.0,0.7083333333333334,6,4+BHK,1,0.7777776913580343,0.57142848979593,1,10,0.07,79.03379002494502,40.25517307000003,1
Haryana,Gurgaon,Sector 49,House,2,540,47.92,8874.074074074075,2004,Fully Furnished,23.0,37,20,8.0,6.0,6,0,Security Guard,"Playground, Clubhouse, Gym",South-East,Builder,Under Construction,20.0,0.6216216216216216,3,2BHK,0,0.8888887901234679,0.857142734693895,1,4,0.1,77.17563920000003,61.051000000000066,0
Karnataka,Bangalore,Koramangala,Apartment,3,919,85.51,9304.67899891186,1991,Semi Furnished,4.0,8,33,8.0,2.0,5,2,CCTV,"Clubhouse, Gym",South-West,Individual,Available,15.0,0.5,2,3BHK,1,0.8888887901234679,0.285714244897965,2,6,0.1,137.71471010000005,61.051000000000045,1
Uttar Pradesh,Lucknow,Mahanagar,House,1,300,10.0,3333.3333333333335,1997,Fully Furnished,11.0,16,27,2.0,2.0,3,2,CCTV,"Library, Swimming Pool, Gym, Garden",North-West,Individual,Under Construction,7.0,0.6875,4,Studio/1BHK,0,0.22222219753086697,0.285714244897965,2,8,0.07,14.025517307000005,40.25517307000005,0
Punjab,Chandigarh,Sector 34,House,2,839,45.85,5464.839094159714,2005,Unfurnished,10.0,24,19,7.0,2.0,7,3,CCTV,Clubhouse,North-East,Agent,Available,16.0,0.4166666666666667,1,2BHK,1,0.7777776913580343,0.285714244897965,2,6,0.07,64.30699685259502,40.25517307000004,0
Uttar Pradesh,Noida,Sector 78,Apartment,2,543,27.22,5012.891344383057,2009,Semi Furnished,18.0,29,15,1.0,2.0,6,3,CCTV,Gym,South,Builder,Available,9.0,0.6206896551724138,1,2BHK,1,0.11111109876543349,0.285714244897965,2,6,0.08,39.99511025049601,46.932807680000046,0
Punjab,Chandigarh,Panchkula,House,2,816,40.14,4919.117647058823,2013,Unfurnished,8.0,27,11,0.0,4.0,4,1,Security Guard,"Clubhouse, Garden",South,Individual,Sold,8.0,0.2962962962962963,2,2BHK,0,0.0,0.57142848979593,1,4,0.07,56.29842647029802,40.25517307000005,0
Uttar Pradesh,Lucknow,Aliganj,Villa,3,1305,55.85,4279.693486590038,2006,Fully Furnished,23.0,25,18,0.0,5.0,9,0,CCTV,"Gym, Library, Clubhouse",South,Agent,Sold,14.0,0.92,3,3BHK,0,0.0,0.7142856122449125,2,5,0.07,78.33251415959502,40.25517307000003,1
Telangana,Hyderabad,Kukatpally,Apartment,2,720,37.45,5201.38888888889,1994,Unfurnished,10.0,15,30,6.0,3.0,4,1,Gated Community,"Swimming Pool, Playground, Clubhouse, Library, Gym",North-East,Builder,Sold,13.0,0.6666666666666666,5,2BHK,0,0.6666665925926009,0.4285713673469475,3,9,0.08,55.026336476160026,46.93280768000006,0
Uttar Pradesh,Noida,Sector 62,House,4,1466,73.99,5047.06684856753,2003,Unfurnished,11.0,27,21,0.0,2.0,9,1,Gated Community,"Garden, Swimming Pool, Clubhouse",South-East,Individual,Under Construction,11.0,0.4074074074074074,3,4+BHK,0,0.0,0.285714244897965,3,7,0.08,108.71558440243203,46.932807680000046,0
Madhya Pradesh,Bhopal,Hoshangabad Road,Villa,3,877,28.43,3241.733181299886,2003,Semi Furnished,26.0,45,21,5.0,4.0,3,2,Security Guard,"Clubhouse, Playground, Swimming Pool, Garden, Gym",North-West,Builder,Available,12.0,0.5777777777777777,5,3BHK,1,0.5555554938271674,0.57142848979593,1,8,0.07,39.87454570380101,40.25517307000005,1
Maharashtra,Pune,Wakad,Apartment,3,1426,98.74,6924.263674614306,2020,Semi Furnished,6.0,7,4,7.0,5.0,7,3,Security Guard,"Library, Playground, Gym, Swimming Pool",North-East,Builder,Available,19.0,0.8571428571428571,4,3BHK,1,0.7777776913580343,0.7142856122449125,1,8,0.08,145.08145430323205,46.93280768000006,1
Maharashtra,Nagpur,Sitabuldi,Studio,4,1874,66.85,3567.2358591248662,2009,Unfurnished,20.0,24,15,9.0,4.0,7,0,Gated Community,Gym,South-East,Agent,Available,20.0,0.8333333333333334,1,4+BHK,1,0.9999998888889013,0.57142848979593,3,4,0.07,93.76058319729502,40.25517307000005,1
Uttar Pradesh,Noida,Sector 62,Apartment,4,1782,140.49,7883.838383838384,2002,Unfurnished,6.0,7,22,5.0,3.0,1,0,Gated Community,"Garden, Playground, Gym",North-West,Individual,Under Construction,9.0,0.8571428571428571,3,4+BHK,0,0.5555554938271674,0.4285713673469475,3,6,0.08,206.4259015096321,46.93280768000006,0
Gujarat,Ahmedabad,Motera,House,3,1158,57.68,4981.001727115717,1998,Semi Furnished,28.0,29,26,1.0,4.0,1,1,Gated Community,"Library, Gym, Swimming Pool, Clubhouse, Playground",South,Builder,Available,6.0,0.9655172413793104,5,3BHK,1,0.11111109876543349,0.57142848979593,3,9,0.08,84.75084346982403,46.93280768000006,1
Tamil Nadu,Chennai,Anna Nagar,Apartment,2,902,57.24,6345.89800443459,2001,Semi Furnished,9.0,13,23,8.0,5.0,4,0,CCTV,"Gym, Garden, Clubhouse",East,Agent,Under Construction,17.0,0.6923076923076923,3,2BHK,0,0.8888887901234679,0.7142856122449125,2,5,0.08,84.10433911603204,46.93280768000006,0
Maharashtra,Nagpur,Sitabuldi,Apartment,3,1221,58.14,4761.670761670762,2005,Semi Furnished,23.0,32,19,5.0,0.0,2,3,CCTV,"Library, Playground, Swimming Pool, Gym",South-West,Builder,Available,7.0,0.71875,4,3BHK,1,0.5555554938271674,0.0,2,9,0.07,81.54435762289802,40.25517307000003,1
Delhi,Delhi,Vasant Kunj,Apartment,3,732,53.45,7301.912568306011,1990,Fully Furnished,7.0,14,34,4.0,5.0,5,3,Gated Community,Garden,East,Agent,Sold,14.0,0.5,1,3BHK,0,0.44444439506173394,0.7142856122449125,3,7,0.1,86.08175950000003,61.05100000000006,1
Haryana,Gurgaon,DLF Phase,Apartment,4,1737,193.95,11165.80310880829,2005,Semi Furnished,24.0,33,19,1.0,6.0,2,1,CCTV,"Gym, Swimming Pool, Garden, Playground, Clubhouse",North-East,Agent,Available,9.0,0.7272727272727273,5,4+BHK,1,0.11111109876543349,0.857142734693895,2,8,0.1,312.3584145000001,61.05100000000006,1
Madhya Pradesh,Indore,Scheme 54,Studio,2,982,32.06,3264.765784114053,1995,Fully Furnished,26.0,28,29,0.0,7.0,8,0,CCTV,Playground,West,Agent,Available,15.0,0.9285714285714286,1,2BHK,1,0.0,0.9999998571428775,2,3,0.07,44.96580848624202,40.25517307000005,1
West Bengal,Kolkata,Rajarhat,House,2,960,52.13,5430.208333333333,2009,Unfurnished,12.0,15,15,8.0,3.0,6,3,Security Guard,"Gym, Clubhouse, Playground, Library, Swimming Pool",West,Agent,Under Construction,17.0,0.8,5,2BHK,0,0.8888887901234679,0.4285713673469475,1,9,0.07,73.11502172139102,40.255173070000026,0
Karnataka,Mysore,Kuvempunagar,Apartment,2,867,49.99,5765.859284890426,1995,Semi Furnished,5.0,12,29,4.0,5.0,3,0,CCTV,Playground,West,Individual,Sold,12.0,0.4166666666666667,1,2BHK,0,0.44444439506173394,0.7142856122449125,2,3,0.07,70.11356101769302,40.255173070000026,0
West Bengal,Kolkata,New Town,Villa,3,1343,62.07,4621.742367833209,1992,Unfurnished,6.0,19,32,5.0,6.0,2,3,Security Guard,"Library, Gym, Swimming Pool, Garden, Clubhouse, Playground",South-West,Builder,Sold,13.0,0.3157894736842105,6,3BHK,0,0.5555554938271674,0.857142734693895,1,10,0.07,87.05638592454902,40.255173070000026,1
Gujarat,Ahmedabad,Prahlad Nagar,Penthouse,1,300,13.17,4390.0,2010,Fully Furnished,26.0,29,14,5.0,7.0,9,3,Gated Community,"Playground, Clubhouse, Garden, Library",South-East,Builder,Available,21.0,0.896551724137931,4,Studio/1BHK,1,0.5555554938271674,0.9999998571428775,3,10,0.08,19.351050771456006,46.932807680000046,1
Tamil Nadu,Chennai,Adyar,Villa,2,785,29.07,3703.184713375796,1996,Unfurnished,9.0,20,28,7.0,4.0,1,0,Gated Community,Clubhouse,South-West,Agent,Available,12.0,0.45,1,2BHK,1,0.7777776913580343,0.57142848979593,3,4,0.08,42.713367192576015,46.932807680000046,0
Uttar Pradesh,Noida,Sector 137,House,2,699,52.15,7460.6580829756795,2003,Fully Furnished,8.0,27,21,3.0,1.0,6,1,Security Guard,Clubhouse,North,Agent,Available,10.0,0.2962962962962963,1,2BHK,1,0.33333329629630043,0.1428571224489825,1,3,0.08,76.62545920512002,46.932807680000046,0
Telangana,Hyderabad,Gachibowli,House,1,617,21.34,3458.670988654781,2019,Fully Furnished,25.0,44,5,0.0,1.0,7,1,CCTV,Library,North-East,Builder,Under Construction,8.0,0.5681818181818182,1,Studio/1BHK,0,0.0,0.1428571224489825,2,4,0.08,31.35546115891201,46.932807680000046,0
Karnataka,Bangalore,Indiranagar,Apartment,2,827,63.91,7727.932285368803,2011,Unfurnished,2.0,7,13,6.0,6.0,9,0,Security Guard,"Garden, Gym, Library, Swimming Pool, Playground, Clubhouse",East,Agent,Sold,21.0,0.2857142857142857,6,2BHK,0,0.6666665925926009,0.857142734693895,1,7,0.1,102.92769410000002,61.051000000000045,0
Karnataka,Mysore,Kuvempunagar,Apartment,3,1176,62.56,5319.727891156463,2003,Fully Furnished,21.0,34,21,5.0,2.0,7,3,Security Guard,"Playground, Clubhouse, Garden, Gym, Swimming Pool",South-West,Builder,Sold,14.0,0.6176470588235294,5,3BHK,0,0.5555554938271674,0.285714244897965,1,9,0.07,87.74363627259203,40.25517307000004,0
Uttar Pradesh,Noida,Sector 137,House,1,300,15.11,5036.666666666667,2014,Fully Furnished,10.0,21,10,6.0,3.0,4,1,Gated Community,"Garden, Library",North-West,Agent,Under Construction,13.0,0.47619047619047616,2,Studio/1BHK,0,0.6666665925926009,0.4285713673469475,3,6,0.08,22.201547240448008,46.93280768000005,1
Telangana,Hyderabad,Kukatpally,Apartment,3,1041,62.32,5986.551392891451,1992,Fully Furnished,9.0,25,32,7.0,5.0,2,2,Security Guard,Clubhouse,South,Individual,Under Construction,14.0,0.36,1,3BHK,0,0.7777776913580343,0.7142856122449125,1,4,0.08,91.56852574617604,46.93280768000005,1
Punjab,Chandigarh,Panchkula,Villa,5,1830,112.5,6147.540983606557,1994,Fully Furnished,13.0,32,30,4.0,4.0,6,2,CCTV,"Swimming Pool, Playground, Clubhouse, Library",North,Individual,Sold,14.0,0.40625,4,4+BHK,0,0.44444439506173394,0.57142848979593,2,8,0.07,157.78706970375003,40.25517307000003,0
Punjab,Chandigarh,Sector 34,House,5,2111,125.44,5942.2074846044525,1994,Fully Furnished,3.0,5,30,5.0,4.0,7,1,Gated Community,"Library, Clubhouse, Gym",South,Builder,Sold,16.0,0.6,3,4+BHK,0,0.5555554938271674,0.57142848979593,3,7,0.07,175.93608909900806,40.25517307000005,0
Kerala,Kochi,Vyttila,House,3,1289,53.37,4140.418929402637,1998,Unfurnished,1.0,9,26,1.0,0.0,6,3,CCTV,"Clubhouse, Library, Playground, Gym, Garden",North,Builder,Available,7.0,0.1111111111111111,5,3BHK,1,0.11111109876543349,0.0,2,10,0.07,74.85418586745902,40.25517307000005,1
